,Set,Interview,Page,Block,Speaker,Text,Time_Mark
297,21-22 Combined,INTERVIEW 1 ,30,1,Interviewee 2 ,Not at all the houses. That's a lot of money to do that. All our maintenance stations will have that.  ,1:12:13
293,21-22 Combined,INTERVIEW 1 ,30,1,Interviewee 1 ,They actually send you an email when things are wrong.  ,1:12:20
299,21-22 Combined,INTERVIEW 1 ,30,1,Interviewer 1 ,"Yeah, I got a system for that as I get a text when my neighbors walk by and tell me when the light on my  house is on. You got a little thing going on. I do that for the [REDACTED] who live next door and they do it  for me.  ",1:12:24
294,21-22 Combined,INTERVIEW 1 ,30,1,Interviewee 1 ,Do you got a connection with [REDACTED]? ,1:12:39
306,21-22 Combined,INTERVIEW 1 ,31,1,Interviewer 1 ,"[REDACTED], yeah, well, they just live next door to me. So I just I know them. Yeah they rent next door.  ",1:12:41
301,21-22 Combined,INTERVIEW 1 ,31,1,Interviewee 1 ,I kind of want to get a hold of one of them. ,1:12:49
307,21-22 Combined,INTERVIEW 1 ,31,1,Interviewer 1 ,"About what? Well [REDACTED] the one I know well, but he just moved. ",1:12:53
302,21-22 Combined,INTERVIEW 1 ,31,1,Interviewee 1 ,"You know, they volunteer for various work in town. I was thinking of asking them to do something. I'll get  to it. ",1:12:56
308,21-22 Combined,INTERVIEW 1 ,31,1,Interviewer 1 ,"Yeah, about lead times too I was talking to with [REDACTED] about this [REDACTED] building stuff. I had a  meeting with her and the [REDACTED] about playgrounds. It's like, oh, well, you know, you guys got like  [REDACTED] months left on this grant. It's like, we got a barge season we already missed. So it's like, yeah,  if we could get this, then we'd still have to, like [REDACTED] months is nothing like it's gone. Like we need  to pay for it now. We're not going to be done in a year. What are you talking about? ",1:13:10
304,21-22 Combined,INTERVIEW 1 ,31,1,Interviewee 2 ,"It's tough, stressful, like you said the barge season and [REDACTED] just looked at playground equipment.  They stuff they have in stock they can't promise it to us for 22 weeks. Even the stuff they have in stock. ",1:13:39
303,21-22 Combined,INTERVIEW 1 ,31,1,Interviewee 1 ,And that's why they were why we went out when we went out to bid and the two bidders are there in a  room. And that was their biggest problem. They just they cannot get anybody to give us any lead times.  So they're taking a wild guess. And the end result was a crazy quadruple bid. ,1:13:52
305,21-22 Combined,INTERVIEW 1 ,31,1,Interviewee 2 ,"Yeah, all the prices they're getting from vendors, they were gonna give them three days. That's all the  price was good for. ",1:14:11
309,21-22 Combined,INTERVIEW 1 ,31,1,Interviewer 1 ,Wow instead of like 30 days or something. ,1:14:18
311,21-22 Combined,INTERVIEW 1 ,31,1,Interviewer 4 ,This was a two-year project. Yeah.  ,1:14:21
310,21-22 Combined,INTERVIEW 1 ,31,1,Interviewer 3 ,"Is there any training you wished you had? In order to do what you do normally, that you don't currently  have? Do you feel like you've got all the resources that you need to do what you do? ",1:14:26
315,21-22 Combined,INTERVIEW 1 ,32,1,Interviewee 2 ,I can't really think of anything. We're pretty good.  ,1:14:39
316,21-22 Combined,INTERVIEW 1 ,32,1,Interviewee 2 ,The City has always been pretty good at giving us funding for training and sending everybody to training. ,1:14:50
321,21-22 Combined,INTERVIEW 1 ,32,1,Interviewer 1 ,What would help with turnover? ,1:14:59
317,21-22 Combined,INTERVIEW 1 ,32,1,Interviewee 2 ,We threw money at it and that didn't help. ,1:15:03
312,21-22 Combined,INTERVIEW 1 ,32,1,Interviewee 1 ,We've offered temp positions up to $40 an hour. ,1:15:07
318,21-22 Combined,INTERVIEW 1 ,32,1,Interviewee 2 ,I had two guys in two years apply. ,1:15:12
322,21-22 Combined,INTERVIEW 1 ,32,1,Interviewer 1 ,"What about with police, none of them live here, they come out here and work. Would that work with the  water plant? ",1:15:14
313,21-22 Combined,INTERVIEW 1 ,32,1,Interviewee 1 ,"We've got a pretty full crew up there now. It's, I mean, there's still complaints in town here about the fact  that they come from another part of town and they drag whatever baggage they drag. But it's worked,  we haven't got sued. So that's ",1:15:26
323,21-22 Combined,INTERVIEW 1 ,32,1,Interviewer 1 ,Would that work for ,1:15:42
319,21-22 Combined,INTERVIEW 1 ,32,1,Interviewee 2 ,"I penciled it out, tried to see if I could make something like that work. Like two weeks on two weeks off.  The problem with the guys that are two weeks on two weeks off, they all want to work seven days a week,  12-hour days. So that means I have to have a mechanic on that period of time. And overtime. Then I need  streets and road guys out all the time to keep the roads open the whole time they're running. It just turned  into this big fiasco, where either I'm going to have a lot of people working a lot of overtime, or I'm going  to have to hire more people and have more positions. ",1:15:43
314,21-22 Combined,INTERVIEW 1 ,32,1,Interviewee 1 ,Which means the revenues have got to cover all that too ,1:16:20
320,21-22 Combined,INTERVIEW 1 ,32,1,Interviewee 2 ,"[REDACTED], you know they function 24/7 anyhow. So it's easy for something like that. ",1:16:26
86,21-22 Combined,INTERVIEW 1 ,9,1,Interviewer 1 ,"Yeah, no, I don't I don't think, yeah, she was kind of a low point with all that COVID work, I think? Well,  we're still hoping to bring her on board, aren't we? ",20:02
82,21-22 Combined,INTERVIEW 1 ,9,1,Interviewee 2 ,"She called me. Said she was gonna stay at [REDACTED]. Just to let me know, because I was pretty excited. ",20:11
87,21-22 Combined,INTERVIEW 1 ,9,1,Interviewer 1 ,"You never know. Could have a bad day at work? So yeah, just I guess, to kind of reiterate that, you know,  there's training, the state used to have kind of its own certification, and then we went to the national  standard, so that, you know, the operator training is the test is what everybody takes, anyway. And is that,  do you think that's a good thing? I mean, is there stuff in that class that in that certification, that's, that's  valuable?  ",20:17
83,21-22 Combined,INTERVIEW 1 ,9,1,Interviewee 2 ,"Yes, definitely.  ",20:54
88,21-22 Combined,INTERVIEW 1 ,9,1,Interviewer 1 ,"versus, you know, like, on the job training, versus some combination of the two, like, what would you? If  it was up to you, what would you, how would you set it up? ",20:55
84,21-22 Combined,INTERVIEW 1 ,9,1,Interviewee 2 ,"If it was up to me, how I would set it up is you get tested on the plant that you're running. I mean, because  you go in and take this class and you take a test you're learning membrane filters, you're learning reverse  osmosis, learning. You know, five, six different ways to treat water. And if you're gonna stay in one area ",21:07
89,21-22 Combined,INTERVIEW 1 ,9,1,Interviewer 1 ,A bunch of stuff we don't have here. ,21:28
85,21-22 Combined,INTERVIEW 1 ,9,1,Interviewee 2 ,"Yeah, I mean, learn the system that you're going to be doing. Get tested on what you're going to be doing.  You know, before I got into the water business, I never thought about water killing people. I never thought  about it, I mean it never crossed my mind you know, just going, get thrown in the water plant and  operating a water plant not knowing how bad you could hurt somebody with water. That is a very  important part. ",21:30
80,21-22 Combined,INTERVIEW 1 ,9,1,Interviewee 1 ,It's happened out here too. I mean a lot of sick people in [REDACTED]. ,21:54
90,21-22 Combined,INTERVIEW 1 ,10,1,Interviewee 2 ,"You know, I don't know if you remember I had [REDACTED] come up and you know, kind of give like an  hour class to the water truck drivers, because they had no clue on pathogens. Just give like an hour course  and explained to them. You know, dropping that hose on the ground isn't a good thing. ",21:57
95,21-22 Combined,INTERVIEW 1 ,10,1,Interviewer 1 ,[REDACTED] ,22:16
98,21-22 Combined,INTERVIEW 1 ,10,1,Interviewer 4 ,"Well, yeah, I'm wondering, so a little bit more about operations training again. So say you hire someone  brand new? What are the steps going forward? So maybe someone who doesn't have a certification?  What would you do kind of first step, second, third, ",22:43
91,21-22 Combined,INTERVIEW 1 ,10,1,Interviewee 2 ,"We get them in the water plant. The guys that are in the water plant train them. Get them to understand  the system, how the system works. ",22:57
99,21-22 Combined,INTERVIEW 1 ,10,1,Interviewer 4 ,"And is that by like showing? Right, like kind of more hands on, right? ",23:06
92,21-22 Combined,INTERVIEW 1 ,10,1,Interviewee 2 ,"Yes. Then after that, we start looking for a class to send them to. Usually the classes maybe every four to  six months, you can find a class to send them to. So we immediately start looking for a class to get them  into. And they get certified. You know but they only get their provisional until they get their 1900 hours  and then get the level one. ",23:10
96,21-22 Combined,INTERVIEW 1 ,10,1,Interviewer 1 ,What do you do if they take a test and they don't pass? ,23:35
93,21-22 Combined,INTERVIEW 1 ,10,1,Interviewee 2 ,"I just had a guy do that. Just, next class that comes up, send them to it. And I got lucky and there was one  I found within six weeks. He just took it and we usually don't find out results for about four weeks. ",23:40
97,21-22 Combined,INTERVIEW 1 ,10,1,Interviewer 2 ,Are they able to work in the meantime? like to be certified? Exactly how? What does that? Does it limit  their ability to work or does it limit more of like the plant as a whole? ,23:53
94,21-22 Combined,INTERVIEW 1 ,10,1,Interviewee 2 ,"No, this was I got the level [REDACTED] on hand and he's within an hour. He can go in there and start  running the plant just as long as he can, if there's something going wrong, call [REDACTED]. And  [REDACTED] would go over there. We're legally allowed to do that. Because I asked the same thing a long  time ago. Okay, how am I gonna keep this running if I don't have operators? But if he does leave, I don't  know what I'm going to do. ",24:05
100,21-22 Combined,INTERVIEW 1 ,11,1,Interviewee 1 ,"We did, what we fell back on, he was able to find two people that would fly in. That'll break anybody's  budget. ",24:36
109,21-22 Combined,INTERVIEW 1 ,11,1,Interviewer 1 ,Right. Yeah. Can you get on a plane right now? ,24:45
104,21-22 Combined,INTERVIEW 1 ,11,1,Interviewee 2 ,"Well, one company I talked to, when I first started talking to him. He wanted to be out here seven days a  week. And it was going to be 7500 bucks a week. So then I talked to him in just coming on Friday, Saturday,  and Sunday. So I got it down to 4200 bucks a week. ",24:47
111,21-22 Combined,INTERVIEW 1 ,11,1,Interviewer 3 ,"And it sounds like most of the people that you have coming in aren't already certified unless you're  specifically flying them in to help fill gaps. Is that, are usually training people on the job? ",25:06
105,21-22 Combined,INTERVIEW 1 ,11,1,Interviewee 2 ,"Yeah it's hard. Like I said, I had the one position open for three years already for 80,000 To start, ",25:14
112,21-22 Combined,INTERVIEW 1 ,11,1,Interviewer 3 ,Was that certifications or just not enough people in general interested? ,25:19
106,21-22 Combined,INTERVIEW 1 ,11,1,Interviewee 2 ,I don't think anybody right now wants to work. ,25:23
101,21-22 Combined,INTERVIEW 1 ,11,1,Interviewee 1 ,"Yeah, it's been crazy, ",25:28
